index,comment,n_star,date_time,label
6945,Mới mua hôm qua mấy rất tốt trong tầm giá lai còn đc tặng phiếu mua hàng nhân viên TGDD tư vấn nhiệt tình,5,7/7/2019,{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};
6946,"Tạm ổn.camera thua cái đt 1020 cách đây gần 10 năm. Hình chụp không nét, thiếu chống rung quang học.Mình thấy hiếm có đt nào bằng đc 1020.chụp điện thoại cách dưới 3m là chụp rõ cả sợi lông, chụp cái quạt đang chạy là chụp rõ cái cánh quạt đang dừng",3,8/7/2020,{SCREEN#Negative};{CAMERA#Negative};{GENERAL#Neutral};{OTHERS};
6947,Cho hỏi cách xem màn hinh youtube để máy thẳng đứng sao nó chỉ hiển thị được 1/5 của máy ạ.có cách nào phóng to ra ko mới mua máy nên chưa biết xài.cảm ơn ạ,3,24/07/2020,{OTHERS};
6948,"Sản phẩm theo mình cảm nhận ban đầu tốt. Pin khỏe bắt wifi chạy Youtube chạy 2 tiếng hết có 13% pin, sóng 4G tốt, Bluetooth phát qua loa ngon,bắt wifi khỏe, loa ngoài chấp nhận được. Với 1 sp 4tr như này là quá tuyệt. Mua ủng hộ bác Vượng . mong các sp Vsmart ngày càng phát triển. Nhân viên TGDĐ nhiệt tình .",5,3 ngày trước,{FEATURES#Positive};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};
6949,"Lên google bị đứng hoài , coi phim lag lag , đứng hình riết luôn, rất bực mình 😡😡😡",1,1 tuần trước,{PERFORMANCE#Negative};
6950,"Sau 15 ngày sử dụng, cảm thấy máy rất tốt pin rất trâu nếu sử dụng tác vụ cơ bản chắc được 2 ngày, sạc nhanh từ 15℅ lên 100℅ khoảng 2tiếng rưỡi. Giá rẻ cấu hình ổn, nhưng màn hình hơi bị ám vàng nhẹ, và wifi hơi chậm nhưng sài vẫn ngon.",5,29/02/2020,{SCREEN#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};
6951,Xài ok mà sao thấy ai cũng bình luận là tệ vậy. A50s chạy mượt chơi game tốt pin trâu chụp hình thì khỏi bàn hình đẹp giá 5.900.000 là quá ok,5,2/12/2019,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};
6952,"Máy chơi game qúa ngon, mặc dù settings bật thấp nhưng PUBG do độ phân giải có HD+ nên mượt, tuyệt vời, android one thuần mượt như ios nên rất tốt",5,10/6/2020,{SCREEN#Positive};{PERFORMANCE#Positive};
6953,Mới dùng chưa đc 1ngày nhưng mình thấy pin xuống nhanh quá còn mọi thứ khác thì thấy ổn,4,6/4/2020,{BATTERY#Negative};{GENERAL#Positive};
6954,"Đã sử dụng từ lúc mở bán với giá cực rẻ cho máy 3G ram, nói chung cái nào của máy cũng ok hết đó, từ màn hình tới khả năng chơi game tốt, chơi LQ hay Free Fire tốt, ko lag, pin cực trâu,sóng sánh 4g đến WiFi rất tốt, ko chê đc, chỉ có camera thì thui rùi, nó chán bà cố luôn,nhất là chụp thiếu sáng hay dưới ánh đèn",4,27/02/2020,{SCREEN#Positive};{CAMERA#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};
6955,"Dùng hơn 3 tháng, máy ngon, ổn định, pin khá trâu, chơi game không thấy giật lag nhiều, mặt lưng đẹp khi ở ngoài sáng, màn go xem phim thích cực, vân tay thì ổn không quá chậm như nhiều người nói. Mấy bạn chê thì sang hãng khác xài, chứ thấy giao diện ss khác khác biệt không giống nhau như các hãng khác. Nhân viên nhiệt tình sẽ ủng hộ tgdd dài",5,14/09/2019,{FEATURES#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};
6956,Em mới mua gần 1 tháng tự nhiên nay lại có hiện tượng vào gg bị văng ra hoặc hay bị lỗi các thứ còn lại rất oki ạ,4,23/07/2020,{PERFORMANCE#Negative};{GENERAL#Positive};
6957,So với mặt bằng Smartphone tầm trung hiện nay thì giá cao tầm 8tr490k là vừa...pin cũng oppo f11 pro . Cam sau ok Cam trước xấu tệ ...độ chói nắng rất tốt,3,5/2/2020,{CAMERA#Neutral};{BATTERY#Positive};{PRICE#Negative};
6958,Tất cả đều ổn... máy mượt sạc kha nhanh.. có điều pin là tụt nhanh không biết lý do như thế nào.. mặc dù không chơi game,4,6/8/2020,{BATTERY#Neutral};{PERFORMANCE#Positive};{GENERAL#Positive};
6959,Cho mình hỏi sản phẩm xuất hiện lỗi. Có thể đổi con máy khác trong bao ngày sau khi mua ạ. Hiện máy mình nó xanh màn báo: error system đại khái là lỗi. Sau đó mình khởi động lại thì bình thường nhưng đơ hơn trước. Máy mùa đc tầm nửa tháng ạ,3,5/4/2020,{PERFORMANCE#Negative};{OTHERS};
6960,Sản phẩm tốt pin sạc nhanh khỏi bàn không thấy lỗi gì OK không cần sạc qua đêm sáng dậy dọn dẹp nhà tiện thể sạc,5,12/6/2020,{BATTERY#Positive};{GENERAL#Positive};
6961,"Tạm thời dùng tạm được, mượt mà, đẹp! Thời gian bảo hành và chế độ hậu mãi vượt trội!",5,27/10/2019,{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Neutral};{SER&ACC#Positive};
6962,Mìn vừa nhặt từ tgdd con cũ nova 5t. Xài phê tuột quần. Thấy mn đánh giá tốt quá nên mua luôn. Mình chẳng ngại chuyện lùm xùn của Huawei đâu. Mình cũng vừa mua con redmi note 8 pro hồi đầu tháng. So sánh tác vụ hàng ngày thì như nhau. Nhưng độ bền bỉ có lẽ con này nhỉnh hơn do cấu hình cao hơn. Nói chung rất ổn áp so với giá cũ mình đã mua.,5,1/8/2020,{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
6963,"Chơi game rất mượt, Sạt pin nhanh chỉ 55 phút từ 20% đến 100%. Cách thức trao sản phẩm bằng hộp quà rất ấn tượng. Nói chung sản phẩm này sử dụng rất ngon cho đến hiện tại. Còn nữa các em nhân viên tư vấn rất nhiệt tình.",5,6 ngày trước,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
6964,Máy kiểu gì mà tắt nguồn sạc pin k vào . bật nguồn lên mới sạc đc. thế chẳng may hết sạch pin thì đem quăng t đi ak. máy mới mua 1tháng sạc 4h k đầy đc pin 😪,1,2 tuần trước,{BATTERY#Negative};
6965,Vừa mua nói chung ổn trong tầm giá .,4,16/09/2019,{PRICE#Neutral};{GENERAL#Positive};
6966,"Sản phẩm quá tuyệt vời. Không có gì phải bàn sau khi sử dụng được 1 tháng. Pin trâu, chơi game liên quân ko giật, xem phim youtube nhanh",5,5/8/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
6967,"Máy đc, test chơi LQ tầm 2h là gần hết pin. Loa to và nghe gọi tốt, thiết kế đẹp!",5,25/02/2018,{FEATURES#Positive};{DESIGN#Positive};{GENERAL#Positive};
6968,Mua đt được 4 tháng bị mất rung chán thật vân tay lúc có lúc không nhận diện khuôn mặt cũng lúc được lúc không,1,3/8/2020,{FEATURES#Negative};
6969,"Gửi hình ảnh về cộng dây sạc sạc chưa đc 5 lần, toàn phải mượn dây sạc để sạc, ko dám sạc phải quấn để trong balo, lo đi làm cũng cũng hk thể lên tận nơi để phàn nàn, màn hình lại phát hiện có chấm đen ngây cột sống",1,2/12/2019,{SCREEN#Negative};{SER&ACC#Negative};
6970,"Mình mua về được hơn 1 tuần,máy ok hết trừ pin tụt nhanh,để không không làm gì cả cũng tuột, ngủ quả đêm mình tắt hết wifi ứng dụng để chế độ pin yếu mà cũng tụt 10%,thất vọng gì đâu.",1,6 ngày trước,{BATTERY#Negative};{GENERAL#Positive};
6971,"Cụm 3 camera. Nhưng camera đầu và cuối để làm cảnh, chỉ có camera giữa chụp đc. Nhờ đó thiết kế trở nên sáng trọng =))). Vân tay nhạy. Còn lại chất lượng xứng đáng với tầm giá",2,18/09/2019,{FEATURES#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};
6972,"Đúng hàng cao cấp nên xài quá tuyệt vời rồi, cầm máy trong tay thấy sự sang trọng vì nó có thiết kế sang trong, vào ứng dụng mượt mà, máy nhỏ gọn dễ bỏ túi.",5,21/06/2018,{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};
6973,"Bắt sóng mạng cực kỳ kém, còn lại ok.Thuần google nên nhẹ nhàng, camera tệ, game tạm, khá nhàm chán vì ít tính năng tùy biến, pin 1 ngày dư, giá này nên mua 1 thương hiệu khác như xiaomi, vivo, realme sẽ tốt hơn cho nhu cầu game, còn thích lâu dài nhoẹ nhoàng thì nó kìa .",4,21/07/2020,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Neutral};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Neutral};
6974,"Máy đẹp, giao diện tiện ích nhưng một điều mình không ngờ tới là pin tụt không phanh luôn. Lúc mới mua phải cập nhập để fix lỗi phông chữ, cập nhập xong pin không cả bằng đt 3000mAh, nói chung là thất vọng",2,6/4/2020,{FEATURES#Negative};{BATTERY#Negative};{DESIGN#Positive};{GENERAL#Negative};
6975,"mình mua điện thoại iphone 6 dc 1,3 năm thì bị tình trạng sac pin xong ko choi cũng bị tụt pin, cắm lại thì pin lại lên lại  30 40% trong mấy phút",4,28/02/2020,{BATTERY#Negative};
6976,"Ngoài ra pin tốt và sạc nhanh lắm. Giá này nhưng mặt lưng chỉ nhựa thôi, khá chắc tay khi cầm",5,30/07/2020,{BATTERY#Positive};{DESIGN#Neutral};{PRICE#Neutral};
6977,"Lấy máy 9h ngày 16/5 sau một ngày trãi nghiệm thì camera sau tuyệt vời còn cam selfie thì tạm thôi ..điểm chê nhất là mặt lưng và viền bị cải lại theo hướng phát triển toàn bằng nhựa
Điểm thứ 2 giá 14.990 quá cao so với con chip cùi 
Quà tặng tay nghe w31 tuyệt vời 
Mong TGDĐ giảm giá xuống để cạnh tranh với A71ss...",2,17/05/2020,{CAMERA#Positive};{PERFORMANCE#Negative};{DESIGN#Negative};{PRICE#Negative};{SER&ACC#Positive};
6978,Với tầm giá này mik thấy cũg ok rồi k có gì bàn cãi kgi nào có kinh phí thì mik nâng cấp đt lên bh thì dùng tạm rất ổn rất phù hp cho hs sinh Viên hay khuyên các bn nên trải nghiệm và dùng thử,4,12/2/2020,{PRICE#Neutral};{GENERAL#Positive};
6979,"Sản phẩm tốt, thiết kế mỏng đẹp chụp ành chi tiết, giá tốt, nhân viẻn nhiệt tình, chơi game mượt mà k nóng máy",5,1/7/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
6980,"Samsung càng ngày ra máy nhiều mà kém chất lượng cho mọi ohaan khúc từ thấp tới cao, giá cao, pin kém, mau nóng. Sam ko cải tiến sẽ bị thất bại từ Trung Quốc.",2,16/05/2019,{BATTERY#Negative};{PERFORMANCE#Negative};{PRICE#Negative};{SER&ACC#Negative};
6981,Điện thoại sài thì ok nhưng chơi game hay bị thoát ra và không thể tải được minecraft earth,3,8/6/2020,{PERFORMANCE#Negative};{SER&ACC#Positive};
6982,"- Thiết kế đẹp.
- Cấu hình cao.
- Pin có cảm giác chỉ đủ dùng cơ bản.
- Camera lấy sáng hơi kém.
- Có lúc bị đơ (khi xoá ảnh từ ứng dụng camera).
- Có lúc gọi điện ko nghe bên kia nói, phải gọi lại mới nghe được.",4,1 tuần trước,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Neutral};{PERFORMANCE#Neutral};{DESIGN#Positive};
6983,trước dùng con mobell ram 512mb mà nó còn mượt hơn con máy này. qá thất vọng về thế hệ điện thoại phân khúc thấp. ram 1gb mà lắm ứng dụng Go. android 8 chiếm quá nhiều bộ nhớ. nếu máy này root được đảm bảo tôi sẽ gỡ hết những ứng dụng,1,25/10/2019,{PERFORMANCE#Negative};
6984,Mới mua 10 ngày Củ sạc bị hỏng vậy tôi có được đổi Củ khác không.Không đến đâu nhưng cảm thấy khá thất vọng,3,13/08/2020,{GENERAL#Negative};{SER&ACC#Negative};
6985,"Ngon pin trâu màng hình rộng, ko giật lag khi chơi game, hệ điều hành và các phím chức năng khá giống iphone. Thiết kế đẹp mắt, thích nhất là nhận diện bằng khuông mặt và mặt sau đth có 2 màu. Chỉ tiết là camera chỉ dùng để chụp cảnh là đẹp. Nhưng với mức giá 2tr6 thì quá ngon cho đth này rồi.",5,19/10/2019,{SCREEN#Positive};{CAMERA#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};
6986,Máy mượt pin rất trâu chơi liên quân k giật lag camera chụp ảnh rất nét rất tốt so với dt cùng giá,5,29/06/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};
6987,Có nhiều chứ năng mới tiện nghi hơn. Nhất là chức năng chụp hình camera trước và camera sau. Tôi rất thích.,5,13/01/2020,{CAMERA#Positive};{FEATURES#Positive};
6988,"Chờ đợi mòn mỏi đã lâu nên vừa 1/11 là ra hốt ngay. Mình mua ở tgdd trong điện máy xanh, phải nói mấy bạn nhân viên cực kì nice, tư vấn rất nhiệt tình. Loveyassss",5,5/11/2019,{SER&ACC#Positive};
6989,"Nhận máy hôm thứ 7,đánh giá máy mượt,pin tốt,chụp hình cũng tốt,rất hài lòng,ko gì để chê",5,27/10/2019,{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
6990,Ko hiểu do thiết kế của nhà sản xuất hay sao mà viền bị hở..viền phía bên nút nguồn vân tay,4,20/04/2020,{DESIGN#Negative};
6991,Mình mua máy được 2 ngày ko thấy bị lỗi nào cả chiến game ngon camera rất ổn pin cũng ok,5,7/5/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
6992,"Hàng đẹp pin trâu chơi game rất ngon
Nói chung là ko chê vào đâu được
Tặng ngay 5 sao",5,21/04/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};
6993,"Màn hình rất đẹp, chiến game ngon ổn định, camera khỏi chê rồi, Pin trâu, hiệu năng ngob",5,7/8/2020,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};
6994,Sp tốt dấu vân tay phải đăng ký kỳ lần đâu thì nhưng lần mở máy sau rất nhạy.nói chug là ok ko thưa gì vmast của bác vượg,4,16/03/2020,{FEATURES#Positive};{GENERAL#Positive};
6995,"Mới mua, pin trâu gần 17 tiếng. Chơi game hơn 8 tiếng. Nhân viên nhiệt tình. Trong phân khúc tầm trung thì giá cả và chất lượng sản phẩm hợp lý.",5,23/02/2020,{BATTERY#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
6996,"Máy mới sử dụng nhiều khi gọi điện nhưng bên kia không nghe mình nói. Mở loa lâu lâu có hiện tượng đôi lúc bị rẻ. Chát messenger hay bị lag. Camera trước chậm, không thực hiện được cuộc gọi camera trước và chat zalo các kiểu cùng 1 lúc như máy khác. Cần cải thiện quá nhiều. Cho 3 sao ủng hộ, mong nhận được sản phẩm tốt hơn.",3,10/2/2020,{CAMERA#Negative};{FEATURES#Negative};{PERFORMANCE#Negative};{OTHERS};
6997,Vivo ngon đánh liên quân được 9 tiếng liên tục khá ngon trong tầm giá này sẽ nên mua nha,5,24/11/2019,{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
6998,"So với tầm giá thì rất ok, CPU chỉ yếu khi bật tiết kiệm pin nên mọi người cần cân nhắc khi sử dụng là được. Mình sài gần 6 tháng vẫn rất tốt.",5,3/4/2020,{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Positive};
6999,"Tôi Sài thấy mọi thứ đều OK.pin trâu bò, cảm ứng nhạy, ứng dụng mượt.nhan viên TGDD nhiệt tình.",5,24/06/2020,{FEATURES#Positive};{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};
7000,Mới mua được 3 ngày.màn hình to.nhưng màu sắc thì hồi tối chụp hình k dc đẹp cho lắm.,4,25/03/2019,{SCREEN#Neutral};
7001,Sản phẩm tốt chơi game ngon. Camera tốt. Không nóng như nhiều người nói. Mua ở của hàng tại TT kế sách nhân viên phục vụ rất tốt,5,15/01/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
7002,Sau gần 1 tháng sử dụng thấy mọi thứ đều ổn.. Pin xuống hơi nhanh từ khi cập nhật phiên bản nhưng không đáng kể.. Game thì mình chưa thử xem máy chịu đựng tới đâu.. Thấy nhiều ông than bắt wifi kém.. Mình thấy bắt ầm ầm mà.. Thời gian tới sẽ gửi đánh giá tiếp :v,5,26/07/2020,{FEATURES#Positive};{BATTERY#Negative};{GENERAL#Positive};
7003,"Mình mua máy được 10 ngày. Mình k thích ss nhưng thấy giá hạ nên chuyển thử sang ss thì có mấy nhận xét như này.  Máy đẹp cảm ứng mượt,  lướt web fb thoải mái pin k hao mấy. Loa to xem phim nghe nhạc rất đã, màn hình to nhưng  khi cầm sử dụng thì thấy k to lắm. Máy mầu xanh rất đẹp. Nói chung ưng ý.",5,17/12/2019,{FEATURES#Positive};{BATTERY#Negative};{DESIGN#Positive};{GENERAL#Positive};{OTHERS};
7004,"Vô đối trong phân khúc , chơi game cực mượt, pin trâu. Rất hài lòng về C3, chụp ảnh cũng rất ổn.",5,10/3/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
7005,Tôi đã mua và dùng thử rất tuyệt chơi game thì khỏi bàn pin trâu ngoại hình đẹp nhưng tôi lại thích con redmi k20 pro hơn k hiểu sao tgdđ k bán k20 pro nhưng nói về con chíp g90t mà chơi game thì k còn gì bằng,5,28/10/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};{OTHERS};
7006,"Sau khi sử dụng được 1 tháng thì Sản phẩm rất tuyệt vời, máy mượt. Sau khi cập nhật hệ thống thì thao tác đơn giản hơn rất nhiều ủng hộ hàng Việt Nam tẩy chay hàng Trung Quốc",5,13/02/2020,{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
7007,Thiết kế đẹp. Vân tay ở vị trí nút nguồn tiện lợi. Màu xám chuyển màu ánh xanh nhìn khá bắt mắt. Pin sử dụng lâu. Máy ít nóng. Lướt web cày phim mượt mà. Camera chụp chân thật sắc nét. Dung lượng bộ nhớ lớn. Trang bị sạc nhanh.  Rất đáng mua trong tầm giá,5,1/6/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{STORAGE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};
7008,Mới mua 2 cái cho 2 vợ chồng nói chung máy rất tốt. Mình quyết đinh bán galaxy s8 đổi qua em này đúng là một quyết đinh đúng đắn. Chạy rất nhanh chơi game năng không hề giật lag pin cầm rất lâu. 1 cặp màu hồng tình nhân luôn.,5,31/08/2017,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};
7009,máy sài rất ok nha.... Rất mượt...... thiết kế sang trọng. mình sài cảm thấy rất tốt...,5,27/04/2019,{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};
7010,"Vân tay ko nhảy lắm, chơi dream thì hơi nóng máy 
Ưu điểm pin trâu sạc nhanh, rớt nhiều lần ko bé màn hình có lần rớt độ cao khoảng 1m5 cũng ko Bể",4,19/05/2020,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Negative};{DESIGN#Positive};
7011,"Rất tốt, dùng yên tâm. phù hợp với những người làm văn phòng, quản lý nhà hàng, buôn bán, công viên chức đều phù hợp!",5,24/03/2020,{GENERAL#Positive};{OTHERS};
7012,"Máy mượt, không 5g Giá quá đắt, rất hao pin,với lại máy dễ nóng. Tôi không hài lòng với sản phẩm này. Máy nóng thì không sao, nhưng tôi cảm thấy không hài lòng chút nào ở chỗ hao pin.",3,16/05/2020,{BATTERY#Negative};{PERFORMANCE#Neutral};{PRICE#Negative};{GENERAL#Negative};
7013,"Hiệu năng, camera... Ok. Pin rớt hơi nhanh xíu nhưng có sạc Vooc nên ko thành vấn đề",5,23/04/2020,{CAMERA#Positive};{BATTERY#Neutral};{PERFORMANCE#Positive};
7014,Máy quá ngon pin trâu mới mua hồi hôm qua quá tốt nhân viên nhiệt tình cho 5* tuyệt vời,5,7 ngày trước,{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};
7015,"Toang.. Kính corning gorilla 3 cho siêu phẩm.. Họ sài 6 xắp lên 7 luôn rồi ..Thua cấu hình Oppo Find X2 , X2 18 củ.. Con này 15 củ là vừa. Thất vọng khá nhiều",3,8/8/2020,{PRICE#Negative};{GENERAL#Negative};
7016,Mọi thứ đều ok. Cảm biến vân tay ko nhạy bằng j7 prime. Mong muốn có bản cập nhật khắc phục,3,20/09/2019,{FEATURES#Negative};{GENERAL#Positive};{OTHERS};
7017,"Tối qua mới mua về, 00:00 Đêm sạc Pin khi Pin dưới 20%, sạc bằng nguồn điện từ ổ cắm đến 5h Sáng sao thấy chỉ 60 mấy 70% Pin thôi mà sạc bằng sạc dự phòng thì mau đầy. Ad tư vấn em hiểu hơn",5,4 ngày trước,{BATTERY#Negative};
7018,"Tôi thấy a50s nên đổi thành camera sau 5 chấm, còn camera trước nên để thành 2 chấm thì hợp lý hơn. Vậy mà tố cho hun, tưởng camera rõ lắm hóa ra mua a50s phí tiền.",1,19/09/2019,{CAMERA#Negative};{GENERAL#Negative};
7019,Sau 2 tháng sử dụng k lỗi lầm gì mượt mà mọi thứ ngon chị có camera hơi nhợt nhạt  và loa nghe nó đanh  k ấm đeo tai nghe vào nghe sẽ  hay hơn.,5,15/02/2020,{CAMERA#Negative};{FEATURES#Negative};{GENERAL#Positive};
7020,Với giá này thì nói chung là ổn . cho 4* không nói nhiều ...........................,4,15/11/2019,{PRICE#Neutral};{GENERAL#Positive};
7021,Máy này nói chung xài ngon OK..có cái là pin nó tuột hoi nhanh.. giá tam này là ổn rồi,3,2 ngày trước,{BATTERY#Negative};{PRICE#Positive};{GENERAL#Positive};
7022,Minh mơi mua may 5/8/2020 hôm qua nhân viên TGDD tư vân tuyêt vơi.may chay rat ngon pin thi bao trâu vơi lai co sac nhanh nua ko cân phai lân tăng😄😄😄,5,7/8/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{SER&ACC#Positive};
7023,"Mới mua máy 1 ngày.Máy cái gì cũng ổn, nhưng mình lấy máy khác và máy này vài cùng game thì vsmart joy 3 ping lên cao, chơi game hay bị delay giật giật. Quá thất vọng wifi còn lại mọi thứ đều ổn",2,13/04/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Positive};
7024,"Quá thất vọng pin 4,5k mà tụt cực kỳ nhanh, chơi pubg không đc 4h nản. Còn lại cấu hình vs camera thì bình thường chứ nói mấy chấm thì sai bét hết.",4,20/01/2020,{CAMERA#Neutral};{BATTERY#Negative};{PERFORMANCE#Neutral};
7025,"Mình là khách hàng thân thiết của tggd và điện máy xanh nhiều năm và mình đã mua rất nhiều đien thoại ở đây nhưng hnay mình gặp sự cố là không giảm được độ sáng màn hình xuống được du mới mua được hơn một tuần mà đã bị 3 lần rồi Oppo Reno 2f
Mua hôm 21/6 vừa rồi bắt màn hình lên nó sáng hết cỡ tắt nguồn đi mới giảm được độ sáng a",1,29/06/2020,{SCREEN#Negative};{SER&ACC#Positive};
7026,Mình mới mua ngày 10.11.2019.thay xài cũng OK. Chơi game pugi mobile cũng tạm ổn. Pin xài cũng lâu mà. S thấy ace nói mau tụt pin là s ta. Mình khuyên ace nên xac 8h sau khi mới mua về nhé,4,12/11/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};
7027,Mới sài cảm thấy ổn so với tầm giá .thời gian dài thì chưa piết .mà Có ai biết cái camera 48m năm đâu ko vậy .,5,20/01/2020,{PRICE#Neutral};{GENERAL#Positive};{OTHERS};
7028,"Máy có màu xanh rất đẹp. Pin trâu xài thoải mái 1 ngày, sạc  có hơn tiếng mad dã đầy pin",5,10/6/2020,{BATTERY#Positive};{DESIGN#Positive};
7029,"Pin tuột khá là màu trong khi mới mua tầm 1 tuần , camera sau đẹp còn trước như xác chết í , còn lại đều mượt như gái 18",3,29/11/2019,{CAMERA#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};
7030,"Đã mua và dùng thấy rất mượt mà, chụp hình đẹp không phải bàn nói chung là ko có gì bằng 1 từ thôi CHẤT",5,30/01/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
7031,"Rất ưng cái bụng với em này, mượt mà nhanh nhạy,pin sạc nhanh, camera không chê vào đâu được",5,20/07/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};
7032,"( Vừa mua sáng nay 30/4) Máy ổn, nhân viên tư vấn rất nhiệt tình, chơi free fire max setting độ sáng 70% , 1 ván 20p hết 6% . Tóm lại ổn",5,30/04/2020,{BATTERY#Neutral};{GENERAL#Positive};{SER&ACC#Positive};
7033,Máy nói chung khá ổn với mình.......................................................,4,30/05/2020,{GENERAL#Positive};
7034,Bắt wifi kèm quá hok bt đi bảo hành dc hok nữa.chán dt này thật.lúc đầu cũng dc .sao giờ tệ quá,1,4/5/2020,{FEATURES#Negative};{GENERAL#Negative};
7035,"Rất thất vọng , máy hay đơ, nút âm thanh và nút nguồn thì khó bấm, bộ nhớ 32gb mà mấy cái ứng dụng tào lao của nhà sản xuất chiếm hết 1 nửa bộ nhớ r, nói v là cái máy này chỉ còn 16gb để ng mua sd mà thôi, nói chung xài rất chán nhân viên kinh máy mượt mà tui hỏi thấy mượt tí nào, ai đi mua đt đừng tin mấy chị bán hàng nữa, vs mấy chị có lấy đt mới ra cũng nói chị lấy mấy khác đi, vì lần nào tui đi mua cũng phải lếch cái xác ra ngoài đó đổi lại, k đơ máy cũng pin lỗi ,chán",1,11/5/2020,{BATTERY#Negative};{PERFORMANCE#Negative};{STORAGE#Negative};{DESIGN#Negative};{GENERAL#Negative};{SER&ACC#Negative};
7036,sp thiết kế đẹp vào mạng rất nhanh pin dùng cực khoẻ nói chung mình thấy sp này rất tuyệt vời,5,4/1/2019,{FEATURES#Positive};{BATTERY#Positive};{DESIGN#Positive};{GENERAL#Positive};
7037,"Màn hình đẹp, pin trâu, máy rất mượt, giao diện color os khá tiện ích, camera khỏi phải bàn...",5,7/7/2020,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};
7038,"dùng rất nhiều máy iphone rồi, thấy máy ip7 plus dùng pin rất khỏe, rất kế bắt mắt, rất hài lòng",5,26/10/2018,{BATTERY#Positive};{DESIGN#Positive};{GENERAL#Positive};
7039,Máy dùng đc một ngày tất cả đều ổn pin ko quá trâu camera trước ko đẹp lắm nhưng trong tầm giá 5 củ thì máy này là ok nhất .,5,4/8/2019,{CAMERA#Neutral};{BATTERY#Neutral};{PRICE#Positive};{GENERAL#Positive};
7040,"sản phẩm chất lượng, sử dụng dễ dàng, đẹp, chụp hình sắc nét, nghe gọi rõ ràng, sang trọng , giá cả hợp túi tiền, bình dân, phù hợp với đa số thu nhập ng lao đọng việt nam.",5,12/3/2020,{CAMERA#Positive};{FEATURES#Positive};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};
